ID_Registro,WBS,EV,AC,Fecha
119,2.2,308.57142857142856,373.25566338900325,2025-10-15
120,1.0,308.57142857142856,382.5735655615817,2025-10-15
121,4.2,308.57142857142856,373.2909128969073,2025-10-15
122,3.3,308.57142857142856,383.2762958307439,2025-10-15
123,1.1,308.57142857142856,372.82220411762125,2025-10-15
124,2.3,308.57142857142856,372.77287238175035,2025-10-15
125,1.3,308.57142857142856,378.93856226632994,2025-10-15
126,3.1,308.57142857142856,382.1496252840418,2025-10-15
127,1.2,308.57142857142856,372.97665156400774,2025-10-15
128,1.1,308.57142857142856,369.1596240441549,2025-10-15
129,3.0,308.57142857142856,371.43741804203233,2025-10-15
130,3.0,308.57142857142856,374.8499522193947,2025-10-15
131,3.2,308.57142857142856,379.9191935979895,2025-10-15
132,4.3,308.57142857142856,383.2643580984488,2025-10-15
133,3.2,308.57142857142856,373.07201780840893,2025-10-15
134,4.3,308.57142857142856,383.5849438163333,2025-10-15
135,1.3,308.57142857142856,380.8671237276181,2025-10-15
136,4.0,308.57142857142856,374.2524662716625,2025-10-15
137,2.3,308.57142857142856,378.87509362886567,2025-10-15
138,2.3,308.57142857142856,378.53947241233806,2025-10-15
139,2.3,308.57142857142856,372.81560723617827,2025-10-15
140,3.0,308.57142857142856,376.3457210321836,2025-10-15
141,4.3,308.57142857142856,380.2035176407638,2025-10-15
142,4.3,308.57142857142856,379.74155600407147,2025-10-15
143,3.0,308.57142857142856,380.98834563012747,2025-10-15
144,3.1,308.57142857142856,376.4561990194575,2025-10-15
145,3.3,308.57142857142856,380.3162238468687,2025-10-15
146,4.3,308.57142857142856,369.291477881671,2025-10-15
147,1.2,308.57142857142856,372.2363582043122,2025-10-15
148,1.0,308.57142857142856,378.6458883504184,2025-10-15
149,4.3,308.57142857142856,375.3147579211866,2025-10-15
150,4.1,308.57142857142856,371.0008550829699,2025-10-15
151,1.2,308.57142857142856,378.8289495664427,2025-10-15
152,3.2,308.57142857142856,375.8075547147263,2025-10-15
153,4.2,308.57142857142856,372.02243002579985,2025-10-15
154,1.0,308.57142857142856,371.7348508770674,2025-10-15
155,2.1,308.57142857142856,378.92710585457354,2025-10-15
156,1.1,308.57142857142856,372.92784529499073,2025-10-15
157,2.1,308.57142857142856,378.3707327436734,2025-10-15
158,4.2,308.57142857142856,371.1408221344203,2025-10-15
159,2.1,308.57142857142856,380.34822181503256,2025-10-15
160,3.2,308.57142857142856,380.17029868892956,2025-10-15
161,4.3,308.57142857142856,379.298953025172,2025-10-15
162,2.2,308.57142857142856,377.9509348888778,2025-10-15
163,4.0,308.57142857142856,383.7100082601343,2025-10-15
164,4.3,308.57142857142856,376.3348400543999,2025-10-15
165,4.3,308.57142857142856,375.8296900206005,2025-10-15
166,2.1,308.57142857142856,374.85664883217737,2025-10-15
167,2.3,308.57142857142856,379.7243193871301,2025-10-15
168,3.0,308.57142857142856,382.8264628604663,2025-10-15
169,4.1,308.57142857142856,369.53071776466817,2025-10-15
170,2.2,308.57142857142856,376.49003202656786,2025-10-15
171,3.3,308.57142857142856,371.65735130009307,2025-10-15
172,3.1,308.57142857142856,374.80154841587705,2025-10-15
173,1.1,308.57142857142856,378.87992600170924,2025-10-15
174,1.1,308.57142857142856,374.3126509958974,2025-10-15
175,2.3,308.57142857142856,369.0057508492959,2025-10-15
176,1.2,308.57142857142856,380.6206658797396,2025-10-15
177,3.1,308.57142857142856,371.9081558659264,2025-10-15
178,2.3,308.57142857142856,370.83819863845264,2025-10-15
179,4.2,308.57142857142856,377.41739664728334,2025-10-15
180,3.0,308.57142857142856,370.3005881378704,2025-10-15
181,2.2,308.57142857142856,376.31997934468,2025-10-15
182,2.0,308.57142857142856,376.05744577913583,2025-10-15
183,2.0,308.57142857142856,382.26609281161984,2025-10-15
184,4.2,308.57142857142856,378.93615277861096,2025-10-15
185,4.0,308.57142857142856,369.95873179078825,2025-10-15
186,2.1,308.57142857142856,375.3159799603413,2025-10-15
187,1.3,308.57142857142856,372.2304218796746,2025-10-15
188,2.0,308.57142857142856,375.6172895623276,2025-10-15
189,2.3,308.57142857142856,377.2355036780464,2025-10-15
190,2.3,308.57142857142856,370.418774699877,2025-10-15
191,2.2,308.57142857142856,375.7951988931425,2025-10-15
192,2.0,308.57142857142856,379.6057479674865,2025-10-15
193,4.2,308.57142857142856,380.995735624315,2025-10-15
194,2.1,308.57142857142856,377.67093693047195,2025-10-15
195,1.3,308.57142857142856,371.9355258056186,2025-10-15
196,2.0,308.57142857142856,370.03849235378937,2025-10-15
197,2.0,308.57142857142856,374.7779410788198,2025-10-15
198,1.2,308.57142857142856,381.1069749100378,2025-10-15
199,4.3,308.57142857142856,378.07172742927867,2025-10-15
200,4.3,308.57142857142856,383.16730241688737,2025-10-15
201,4.2,308.57142857142856,374.98591490556385,2025-10-15
202,2.0,308.57142857142856,378.61602486071996,2025-10-15
203,1.2,308.57142857142856,382.10319608821067,2025-10-15
204,3.3,308.57142857142856,380.2889839049554,2025-10-15
205,4.3,308.57142857142856,374.32271274802383,2025-10-15
206,1.3,308.57142857142856,369.8121793525232,2025-10-15
207,2.0,308.57142857142856,381.19699237546473,2025-10-15
208,1.2,308.57142857142856,370.67937233602163,2025-10-15
209,2.2,308.57142857142856,372.62773985565894,2025-10-15
210,2.0,308.57142857142856,369.70819396110744,2025-10-15
211,4.2,308.57142857142856,370.1922842177144,2025-10-15
212,4.0,308.57142857142856,380.1118040776297,2025-10-15
213,1.2,308.57142857142856,375.69854622862505,2025-10-15
214,3.1,308.57142857142856,382.37873313888684,2025-10-15
215,1.1,308.57142857142856,374.5820033988239,2025-10-15
216,3.3,308.57142857142856,374.8036876562353,2025-10-15
217,2.0,308.57142857142856,373.0863895293571,2025-10-15
218,1.1,308.57142857142856,373.27404190601453,2025-10-15
219,3.1,308.57142857142856,373.7172103251372,2025-10-15
220,2.1,308.57142857142856,374.9861371370934,2025-10-15
221,3.2,308.57142857142856,375.5359933928069,2025-10-15
222,3.3,308.57142857142856,370.03718878372274,2025-10-15
223,3.1,308.57142857142856,378.11681768765095,2025-10-15
224,4.2,308.57142857142856,377.74237260035403,2025-10-15
225,3.3,308.57142857142856,377.437307573302,2025-10-15
226,3.3,308.57142857142856,372.313298945385,2025-10-15
227,2.3,308.57142857142856,382.70959286183245,2025-10-15
228,3.2,308.57142857142856,374.54269101018826,2025-10-15
229,1.0,308.57142857142856,380.4584411918099,2025-10-15
230,2.1,308.57142857142856,382.5795023455415,2025-10-15
231,4.3,308.57142857142856,383.601646493152,2025-10-15
232,3.3,308.57142857142856,372.3023119200774,2025-10-15
233,2.1,308.57142857142856,376.5930604895302,2025-10-15
234,4.2,308.57142857142856,381.35728065576245,2025-10-15
235,1.3,308.57142857142856,375.04888934774243,2025-10-15
236,2.1,308.57142857142856,378.75657184981037,2025-10-15
237,2.3,308.57142857142856,373.8415350778921,2025-10-15
238,1.0,308.57142857142856,372.1139236029832,2025-10-15
239,1.1,308.57142857142856,368.83931730330977,2025-10-15
240,3.1,308.57142857142856,381.1192706920238,2025-10-15
241,3.3,308.57142857142856,372.80670992660043,2025-10-15
242,3.0,308.57142857142856,369.56362739825784,2025-10-15
243,2.3,308.57142857142856,372.7216873290462,2025-10-15
244,1.1,308.57142857142856,375.55338050834854,2025-10-15
245,4.0,308.57142857142856,368.80221262264655,2025-10-15
246,1.1,308.57142857142856,371.37115117910656,2025-10-15
247,2.0,308.57142857142856,377.33201221248396,2025-10-15
248,1.2,308.57142857142856,374.2887371142842,2025-10-15
249,2.0,308.57142857142856,379.92765161439644,2025-10-15
250,1.3,308.57142857142856,377.41333311308614,2025-10-15
251,2.2,308.57142857142856,375.8966963899993,2025-10-15
252,3.2,308.57142857142856,377.58651031394805,2025-10-15
253,2.1,308.57142857142856,378.98002444275204,2025-10-15
254,2.3,308.57142857142856,380.4535283687196,2025-10-15
255,3.2,308.57142857142856,381.46773269838053,2025-10-15
256,1.0,308.57142857142856,378.0430444572707,2025-10-15
257,3.2,308.57142857142856,383.0244831329642,2025-10-15
258,1.1,308.57142857142856,370.2530386867023,2025-10-15
259,1.1,308.57142857142856,373.70834495790217,2025-10-15
260,4.1,308.57142857142856,380.48081596609285,2025-10-15
261,4.0,308.57142857142856,377.73178200513297,2025-10-15
262,3.3,308.57142857142856,370.9300854857799,2025-10-15
263,1.1,308.57142857142856,368.98859599428107,2025-10-15
264,2.0,308.57142857142856,376.62065610008693,2025-10-15
265,2.1,308.57142857142856,382.26936304423486,2025-10-15
266,1.3,308.57142857142856,380.53729655417976,2025-10-15
267,1.0,308.57142857142856,375.2586381692557,2025-10-15
268,4.3,308.57142857142856,370.4602394497874,2025-10-15
269,3.3,308.57142857142856,371.0112030571279,2025-10-15
270,3.2,308.57142857142856,382.99697259723166,2025-10-15
271,1.0,308.57142857142856,378.1475893638733,2025-10-15
272,2.0,308.57142857142856,373.46099460548055,2025-10-15
273,4.2,308.57142857142856,369.27498658165473,2025-10-15
274,2.0,308.57142857142856,369.2145139879574,2025-10-15
275,4.3,308.57142857142856,382.1540600282443,2025-10-15
276,2.3,308.57142857142856,377.6197512470561,2025-10-15
277,4.3,308.57142857142856,383.05393192227535,2025-10-15
278,2.0,308.57142857142856,379.00675731894364,2025-10-15
279,2.3,308.57142857142856,372.4542233022584,2025-10-15
280,3.1,308.57142857142856,373.7120716888785,2025-10-15
281,2.2,308.57142857142856,372.5491032490391,2025-10-15
282,1.0,308.57142857142856,372.05078099086285,2025-10-15
283,1.2,308.57142857142856,383.2878988679269,2025-10-15
284,3.2,308.57142857142856,383.20168079356694,2025-10-15
285,1.0,308.57142857142856,382.53531035660893,2025-10-15
286,3.0,308.57142857142856,375.30088885469036,2025-10-15
287,3.0,308.57142857142856,379.5169888418499,2025-10-15
288,3.3,308.57142857142856,370.9969485581287,2025-10-15
289,3.2,308.57142857142856,369.7635654607521,2025-10-15
290,4.1,308.57142857142856,377.04963501971275,2025-10-15
291,1.1,308.57142857142856,368.9783321329143,2025-10-15
292,2.3,308.57142857142856,381.76423869953373,2025-10-15
293,1.2,308.57142857142856,368.9656295139586,2025-10-15
294,3.3,308.57142857142856,370.54087945471156,2025-10-15
295,3.1,308.57142857142856,374.94040913988493,2025-10-15
296,2.2,308.57142857142856,378.6163161844567,2025-10-15
297,2.3,308.57142857142856,382.986723442639,2025-10-15
298,4.0,308.57142857142856,383.3654584824718,2025-10-15
299,4.0,308.57142857142856,378.1130171930445,2025-10-15
300,2.1,308.57142857142856,383.31349342569297,2025-10-15
301,1.2,308.57142857142856,379.7791586175269,2025-10-15
302,1.2,308.57142857142856,383.4488742510178,2025-10-15
303,3.1,308.57142857142856,369.7860897024349,2025-10-15
304,2.3,308.57142857142856,380.3934157844633,2025-10-15
305,2.3,308.57142857142856,374.4235510321068,2025-10-15
306,1.2,308.57142857142856,374.6864809330882,2025-10-15
307,3.2,308.57142857142856,374.75756640927375,2025-10-15
308,2.2,308.57142857142856,369.9564475938186,2025-10-15
309,1.3,308.57142857142856,377.7248778269471,2025-10-15
310,2.2,308.57142857142856,376.80035290521965,2025-10-15
311,3.2,308.57142857142856,374.75126755805087,2025-10-15
312,1.3,308.57142857142856,368.9831350029509,2025-10-15
313,3.3,308.57142857142856,373.3059365214389,2025-10-15
314,1.3,308.57142857142856,370.6816598307787,2025-10-15
315,2.0,308.57142857142856,372.35576638852785,2025-10-15
316,3.0,308.57142857142856,371.42532323747884,2025-10-15
317,4.2,308.57142857142856,371.6353161172904,2025-10-15
318,3.1,308.57142857142856,377.4666359842279,2025-10-15
319,4.2,308.57142857142856,376.76563720423087,2025-10-15
320,4.3,308.57142857142856,382.3998821893943,2025-10-15
321,2.0,308.57142857142856,370.2024770732358,2025-10-15
322,4.2,308.57142857142856,370.7379426236679,2025-10-15
323,1.2,308.57142857142856,382.4995300295569,2025-10-15
324,1.1,308.57142857142856,376.09793854722375,2025-10-15
325,4.2,308.57142857142856,371.93593312487656,2025-10-15
326,4.0,308.57142857142856,372.9267277757624,2025-10-15
327,1.0,308.57142857142856,370.6586645987171,2025-10-15
328,1.2,308.57142857142856,379.3354552434193,2025-10-15
329,4.0,308.57142857142856,369.70596378600385,2025-10-15
330,2.0,308.57142857142856,380.41270920255863,2025-10-15
331,1.3,308.57142857142856,382.9429844953096,2025-10-15
332,3.1,308.57142857142856,376.0352395663547,2025-10-15
333,2.1,308.57142857142856,374.92255206043825,2025-10-15
334,1.3,308.57142857142856,375.0691619733898,2025-10-15
335,3.1,308.57142857142856,381.08267246948685,2025-10-15
336,4.3,308.57142857142856,383.1985970625507,2025-10-15
337,3.2,308.57142857142856,383.28863552068333,2025-10-15
338,4.2,308.57142857142856,370.5514773593159,2025-10-15
339,1.1,308.57142857142856,373.3173646169449,2025-10-15
340,4.0,308.57142857142856,370.1119163734632,2025-10-15
341,3.3,308.57142857142856,376.28027673460326,2025-10-15
342,1.3,308.57142857142856,383.41986054363196,2025-10-15
343,2.1,308.57142857142856,371.44134746811227,2025-10-15
344,2.1,308.57142857142856,369.42583842228635,2025-10-15
345,2.3,308.57142857142856,381.52288901581124,2025-10-15
346,3.0,308.57142857142856,376.10666711272216,2025-10-15
347,3.3,308.57142857142856,378.321719531314,2025-10-15
348,2.0,308.57142857142856,376.90303744786166,2025-10-15
349,2.2,308.57142857142856,375.76275750091287,2025-10-15
350,4.3,308.57142857142856,375.43510082895256,2025-10-15
351,3.1,308.57142857142856,372.97197785448867,2025-10-15
352,3.1,308.57142857142856,373.54450095102237,2025-10-15
353,2.0,308.57142857142856,380.5553403047526,2025-10-15
354,4.0,308.57142857142856,373.02369753204596,2025-10-15
355,1.1,308.57142857142856,382.4550711395869,2025-10-15
356,1.1,308.57142857142856,372.2846364252647,2025-10-15
357,2.0,308.57142857142856,376.8854928513633,2025-10-15
358,4.2,308.57142857142856,372.1123616181627,2025-10-15
359,2.1,308.57142857142856,383.17407041105963,2025-10-15
360,1.1,308.57142857142856,380.0569666389065,2025-10-15
361,4.2,308.57142857142856,375.54396173529886,2025-10-15
362,1.0,308.57142857142856,373.0397685440757,2025-10-15
363,1.2,308.57142857142856,371.25695286929937,2025-10-15
364,3.2,308.57142857142856,378.9625776774253,2025-10-15
365,4.1,308.57142857142856,383.3736307808357,2025-10-15
366,2.1,308.57142857142856,369.9735171889098,2025-10-15
367,1.2,308.57142857142856,379.8924543681863,2025-10-15
368,3.2,308.57142857142856,372.5018131552487,2025-10-15
369,1.1,308.57142857142856,375.1916868573023,2025-10-15
370,3.2,308.57142857142856,377.6796487588822,2025-10-15
371,4.1,308.57142857142856,383.2483236103586,2025-10-15
372,2.1,308.57142857142856,371.5875909392803,2025-10-15
373,3.2,308.57142857142856,377.3557416694461,2025-10-15
374,3.2,308.57142857142856,375.3297766786727,2025-10-15
375,1.0,308.57142857142856,374.22773160357184,2025-10-15
376,3.1,308.57142857142856,381.9142875983585,2025-10-15
377,3.2,308.57142857142856,374.3476260041768,2025-10-15
378,4.0,308.57142857142856,376.81635455722636,2025-10-15
379,1.2,308.57142857142856,377.2870356065631,2025-10-15
380,2.2,308.57142857142856,378.6554448846504,2025-10-15
381,2.1,308.57142857142856,380.6172841932856,2025-10-15
382,4.0,308.57142857142856,376.1807565035247,2025-10-15
383,1.0,308.57142857142856,383.4797077056563,2025-10-15
384,4.1,308.57142857142856,377.1033400249351,2025-10-15
385,3.1,308.57142857142856,375.93636537579033,2025-10-15
386,1.1,308.57142857142856,376.5937657992798,2025-10-15
387,4.3,308.57142857142856,369.9916539382481,2025-10-15
388,4.2,308.57142857142856,370.92016841358327,2025-10-15
389,2.0,308.57142857142856,379.69992531167844,2025-10-15
390,2.0,308.57142857142856,383.4633493397355,2025-10-15
391,2.3,308.57142857142856,372.22756944970604,2025-10-15
392,3.3,308.57142857142856,375.95032771785253,2025-10-15
393,2.2,308.57142857142856,372.13214652065074,2025-10-15
394,4.1,308.57142857142856,378.5639756779228,2025-10-15
395,4.2,308.57142857142856,373.3462997987312,2025-10-15
396,3.0,308.57142857142856,375.01473396952304,2025-10-15
397,3.3,308.57142857142856,372.17409069989156,2025-10-15
398,1.0,308.57142857142856,379.6601691831992,2025-10-15
399,1.1,308.57142857142856,378.25827845281134,2025-10-15
400,3.0,308.57142857142856,375.4006220046687,2025-10-15
401,3.1,308.57142857142856,372.4398812741331,2025-10-15
402,1.1,308.57142857142856,381.1698733891865,2025-10-15
403,1.0,308.57142857142856,383.36693891531826,2025-10-15
404,4.1,308.57142857142856,380.05221195853346,2025-10-15
405,4.3,308.57142857142856,375.3481749885928,2025-10-15
406,1.2,308.57142857142856,375.7442274641955,2025-10-15
407,4.0,308.57142857142856,380.6187636953119,2025-10-15
408,3.0,308.57142857142856,371.64919163429033,2025-10-15
409,4.0,308.57142857142856,378.1313795965692,2025-10-15
410,4.0,308.57142857142856,370.60471779665136,2025-10-15
411,2.3,308.57142857142856,372.0958421600078,2025-10-15
412,4.2,308.57142857142856,383.40852141901667,2025-10-15
413,4.2,308.57142857142856,373.07494999428263,2025-10-15
414,2.2,308.57142857142856,380.64920265933,2025-10-15
415,2.0,308.57142857142856,372.7849536254078,2025-10-15
416,2.1,308.57142857142856,374.26869462848583,2025-10-15
417,2.1,308.57142857142856,372.87561126857736,2025-10-15
418,3.0,308.57142857142856,383.01887766456224,2025-10-15
419,4.1,308.57142857142856,375.59110501678845,2025-10-15
420,3.2,308.57142857142856,381.3741667082585,2025-10-15
421,2.3,308.57142857142856,370.8972663597738,2025-10-15
422,3.2,308.57142857142856,382.04213941556765,2025-10-15
423,3.2,308.57142857142856,372.9633498166123,2025-10-15
424,3.0,308.57142857142856,371.6195798633729,2025-10-15
425,3.3,308.57142857142856,376.863216605563,2025-10-15
426,3.2,308.57142857142856,382.61641889046837,2025-10-15
427,3.1,308.57142857142856,376.15362758915296,2025-10-15
428,1.0,308.57142857142856,378.85344072356014,2025-10-15
429,2.3,308.57142857142856,373.1742661191881,2025-10-15
430,3.1,308.57142857142856,372.7029844175756,2025-10-15
431,4.3,308.57142857142856,370.0455210778385,2025-10-15
432,3.1,308.57142857142856,372.31059911246274,2025-10-15
433,3.3,308.57142857142856,381.95238489487,2025-10-15
434,2.1,308.57142857142856,374.23835817335623,2025-10-15
435,2.3,308.57142857142856,382.0117950855833,2025-10-15
436,3.3,308.57142857142856,381.7972279507254,2025-10-15
437,2.0,308.57142857142856,374.21349593492306,2025-10-15
438,4.0,308.57142857142856,376.09151591316026,2025-10-15
439,4.3,308.57142857142856,377.8012257231257,2025-10-15
440,1.2,308.57142857142856,377.9288278538056,2025-10-15
441,1.0,308.57142857142856,370.72446919979336,2025-10-15
442,1.2,308.57142857142856,379.5879450837381,2025-10-15
443,2.2,308.57142857142856,369.1551455007707,2025-10-15
444,2.1,308.57142857142856,370.18004815710464,2025-10-15
445,3.0,308.57142857142856,374.45470701216783,2025-10-15
446,1.2,308.57142857142856,376.01150219647496,2025-10-15
447,4.1,308.57142857142856,381.66793732506653,2025-10-15
448,3.2,308.57142857142856,382.3801852611848,2025-10-15
449,4.3,308.57142857142856,381.71903255149243,2025-10-15
450,2.2,308.57142857142856,371.38418125053914,2025-10-15
451,3.3,308.57142857142856,369.1622783804051,2025-10-15
452,3.1,308.57142857142856,370.1349421510252,2025-10-15
453,1.0,308.57142857142856,373.3110057671604,2025-10-15
454,2.3,308.57142857142856,378.9120449620977,2025-10-15
455,4.0,308.57142857142856,371.95789070989207,2025-10-15
456,3.3,308.57142857142856,378.1546973227392,2025-10-15
457,3.1,308.57142857142856,374.23917678646643,2025-10-15
458,4.0,308.57142857142856,376.42039857677116,2025-10-15
459,3.2,308.57142857142856,378.01258541600725,2025-10-15
460,4.0,308.57142857142856,372.16188501335085,2025-10-15
461,4.2,308.57142857142856,372.95448638999966,2025-10-15
462,3.1,308.57142857142856,372.77289111861745,2025-10-15
463,4.2,308.57142857142856,378.87103396379956,2025-10-15
464,3.0,308.57142857142856,375.5434232299525,2025-10-15
465,3.0,308.57142857142856,373.59372200710476,2025-10-15
466,3.0,308.57142857142856,381.0872597904073,2025-10-15
467,1.3,308.57142857142856,377.12934864447163,2025-10-15
468,2.2,308.57142857142856,380.06982379570053,2025-10-15
469,4.1,308.57142857142856,371.7077942698784,2025-10-15
470,3.3,308.57142857142856,381.19119197701804,2025-10-15
471,3.0,308.57142857142856,378.1558806297653,2025-10-15
472,2.3,308.57142857142856,377.28936600246976,2025-10-15
473,2.2,308.57142857142856,375.0774041527518,2025-10-15
474,4.1,308.57142857142856,381.17807703635617,2025-10-15
475,2.3,308.57142857142856,369.28742504138904,2025-10-15
476,1.0,308.57142857142856,381.978423912764,2025-10-15
477,4.3,308.57142857142856,374.6402270874545,2025-10-15
478,1.1,308.57142857142856,373.5322973728495,2025-10-15
479,3.2,308.57142857142856,383.618871840389,2025-10-15
480,2.0,308.57142857142856,381.66644311044126,2025-10-15
481,4.0,308.57142857142856,374.7332463397852,2025-10-15
